Alpha,LName,fName,mName,company,platoon,squad,dutySection,roomNumber_id,phoneNumber,weekends,weekendsComment,CQPR,SQPR,performanceGrade,conductGrade,PRT,,,,,,
145526,RAGAN,AMANDA,,27,4,3,8,,1111111542,16,,3,3,C,C,90,"('145526','RAGAN','AMANDA','','27','4','3','8','','1111111542','16','','3','3','C','C','90'),",,,,,
145766,ROBERTS,WILLIAM,,27,1,1,1,,1111111543,16,,3,3,A,A,90,"('145766','ROBERTS','WILLIAM','','27','1','1','1','','1111111543','16','','3','3','A','A','90'),",,,,,
145808,RODRIGUEZ,ALBERTO,,27,2,2,2,,1111111544,16,,3,3,B,B,90,"('145808','RODRIGUEZ','ALBERTO','','27','2','2','2','','1111111544','16','','3','3','B','B','90'),",,,,,
145892,RUIZ,JOSE,,27,3,3,3,,1111111545,16,,3,3,C,C,90,"('145892','RUIZ','JOSE','','27','3','3','3','','1111111545','16','','3','3','C','C','90'),",,,,,
146054,SCHLENBECKER,JACOB,,27,4,1,4,,1111111546,16,,3,3,A,A,90,"('146054','SCHLENBECKER','JACOB','','27','4','1','4','','1111111546','16','','3','3','A','A','90'),",,,,,
146360,SNOWDEN,SCOTT,,27,1,2,5,,1111111547,16,,3,3,B,B,90,"('146360','SNOWDEN','SCOTT','','27','1','2','5','','1111111547','16','','3','3','B','B','90'),",,,,,
146492,STRANSKY,KEVIN,,27,2,3,6,,1111111548,16,,3,3,C,C,90,"('146492','STRANSKY','KEVIN','','27','2','3','6','','1111111548','16','','3','3','C','C','90'),",,,,,
146636,TEMPLE,JAMES,,27,3,1,7,,1111111549,16,,3,3,A,A,90,"('146636','TEMPLE','JAMES','','27','3','1','7','','1111111549','16','','3','3','A','A','90'),",,,,,
146666,THOMAS,MARCUS,,27,4,2,8,,1111111550,16,,3,3,B,B,90,"('146666','THOMAS','MARCUS','','27','4','2','8','','1111111550','16','','3','3','B','B','90'),",,,,,
146774,TRAINOR,PHILLIP,,27,1,3,1,,1111111551,16,,3,3,C,C,90,"('146774','TRAINOR','PHILLIP','','27','1','3','1','','1111111551','16','','3','3','C','C','90'),",,,,,
146870,UTO,RACE,,27,2,1,2,,1111111552,16,,3,3,A,A,90,"('146870','UTO','RACE','','27','2','1','2','','1111111552','16','','3','3','A','A','90'),",,,,,
147038,WALTERS,TIMOTHY,,27,3,2,3,,1111111553,16,,3,3,B,B,90,"('147038','WALTERS','TIMOTHY','','27','3','2','3','','1111111553','16','','3','3','B','B','90'),",,,,,
147086,WATKIS,JUSTIN,,27,4,3,4,,1111111554,16,,3,3,C,C,90,"('147086','WATKIS','JUSTIN','','27','4','3','4','','1111111554','16','','3','3','C','C','90'),",,,,,
147110,WEARS,PHILLIP,,27,1,1,5,,1111111555,16,,3,3,A,A,90,"('147110','WEARS','PHILLIP','','27','1','1','5','','1111111555','16','','3','3','A','A','90'),",,,,,
147236,WILLIAMS,DAVID,,27,2,2,6,,1111111556,16,,3,3,B,B,90,"('147236','WILLIAMS','DAVID','','27','2','2','6','','1111111556','16','','3','3','B','B','90'),",,,,,
147452,YUST,TAYLOR,,27,3,3,7,,1111111557,16,,3,3,C,C,90,"('147452','YUST','TAYLOR','','27','3','3','7','','1111111557','16','','3','3','C','C','90'),",,,,,
110024,ABNEY,DANIEL,,28,4,1,8,,1111111558,16,,3,3,A,A,90,"('110024','ABNEY','DANIEL','','28','4','1','8','','1111111558','16','','3','3','A','A','90'),",,,,,
110078,AHERN,ALANA,,28,1,2,1,,1111111559,16,,3,3,B,B,90,"('110078','AHERN','ALANA','','28','1','2','1','','1111111559','16','','3','3','B','B','90'),",,,,,
110096,AIKEN,AARON,,28,2,3,2,,1111111560,16,,3,3,C,C,90,"('110096','AIKEN','AARON','','28','2','3','2','','1111111560','16','','3','3','C','C','90'),",,,,,
110126,ALLAIRE,HANNAH,,28,3,1,3,,1111111561,16,,3,3,A,A,90,"('110126','ALLAIRE','HANNAH','','28','3','1','3','','1111111561','16','','3','3','A','A','90'),",,,,,
111074,BURTON,JEFFREY,,28,4,2,4,,1111111562,16,,3,3,B,B,90,"('111074','BURTON','JEFFREY','','28','4','2','4','','1111111562','16','','3','3','B','B','90'),",,,,,
111572,COVINGTON,GREGORY,,28,1,3,5,,1111111563,16,,3,3,C,C,90,"('111572','COVINGTON','GREGORY','','28','1','3','5','','1111111563','16','','3','3','C','C','90'),",,,,,
112220,FERNANDES,LAUREL,,28,2,1,6,,1111111564,16,,3,3,A,A,90,"('112220','FERNANDES','LAUREL','','28','2','1','6','','1111111564','16','','3','3','A','A','90'),",,,,,
112430,GARBER,ANDREW,,28,3,2,7,,1111111565,16,,3,3,B,B,90,"('112430','GARBER','ANDREW','','28','3','2','7','','1111111565','16','','3','3','B','B','90'),",,,,,
112448,GARDEN,JASON,,28,4,3,8,,1111111566,16,,3,3,C,C,90,"('112448','GARDEN','JASON','','28','4','3','8','','1111111566','16','','3','3','C','C','90'),",,,,,
112607,GROSSMANN,RALPH,,28,1,1,1,,1111111567,16,,3,3,A,A,90,"('112607','GROSSMANN','RALPH','','28','1','1','1','','1111111567','16','','3','3','A','A','90'),",,,,,
112664,HAAS,MICHAEL,,28,2,2,2,,1111111568,16,,3,3,B,B,90,"('112664','HAAS','MICHAEL','','28','2','2','2','','1111111568','16','','3','3','B','B','90'),",,,,,
112718,HAMPSON,JOHN,,28,3,3,3,,1111111569,16,,3,3,C,C,90,"('112718','HAMPSON','JOHN','','28','3','3','3','','1111111569','16','','3','3','C','C','90'),",,,,,
112832,HAUBURGER,JERRY,,28,4,1,4,,1111111570,16,,3,3,A,A,90,"('112832','HAUBURGER','JERRY','','28','4','1','4','','1111111570','16','','3','3','A','A','90'),",,,,,
113186,JACKSON,JUSTIN,,28,1,2,5,,1111111571,16,,3,3,B,B,90,"('113186','JACKSON','JUSTIN','','28','1','2','5','','1111111571','16','','3','3','B','B','90'),",,,,,
113336,KANG,WONHO,,28,2,3,6,,1111111572,16,,3,3,C,C,90,"('113336','KANG','WONHO','','28','2','3','6','','1111111572','16','','3','3','C','C','90'),",,,,,
113408,KILBURN,SYLVIA,,28,3,1,7,,1111111573,16,,3,3,A,A,90,"('113408','KILBURN','SYLVIA','','28','3','1','7','','1111111573','16','','3','3','A','A','90'),",,,,,
113438,KIRBY,KRISTOPHER,,28,4,2,8,,1111111574,16,,3,3,B,B,90,"('113438','KIRBY','KRISTOPHER','','28','4','2','8','','1111111574','16','','3','3','B','B','90'),",,,,,
113912,LUKANICH,PHILIP,,28,1,3,1,,1111111575,16,,3,3,C,C,90,"('113912','LUKANICH','PHILIP','','28','1','3','1','','1111111575','16','','3','3','C','C','90'),",,,,,
113936,LUY,LUIS,,28,2,1,2,,1111111576,16,,3,3,A,A,90,"('113936','LUY','LUIS','','28','2','1','2','','1111111576','16','','3','3','A','A','90'),",,,,,
113954,MACEDO,ROBERT,,28,3,2,3,,1111111577,16,,3,3,B,B,90,"('113954','MACEDO','ROBERT','','28','3','2','3','','1111111577','16','','3','3','B','B','90'),",,,,,
114020,MALYCKE,JONATHON,,28,4,3,4,,1111111578,16,,3,3,C,C,90,"('114020','MALYCKE','JONATHON','','28','4','3','4','','1111111578','16','','3','3','C','C','90'),",,,,,
114074,MARQUET,KAYLA,,28,1,1,5,,1111111579,16,,3,3,A,A,90,"('114074','MARQUET','KAYLA','','28','1','1','5','','1111111579','16','','3','3','A','A','90'),",,,,,
114320,MEARN,MICHAEL,,28,2,2,6,,1111111580,16,,3,3,B,B,90,"('114320','MEARN','MICHAEL','','28','2','2','6','','1111111580','16','','3','3','B','B','90'),",,,,,
114428,MICHEL,ELI,,28,3,3,7,,1111111581,16,,3,3,C,C,90,"('114428','MICHEL','ELI','','28','3','3','7','','1111111581','16','','3','3','C','C','90'),",,,,,
114530,MOLINA,SHAUN,,28,4,1,8,,1111111582,16,,3,3,A,A,90,"('114530','MOLINA','SHAUN','','28','4','1','8','','1111111582','16','','3','3','A','A','90'),",,,,,
114560,MONTOYA,JAMES,,28,1,2,1,,1111111583,16,,3,3,B,B,90,"('114560','MONTOYA','JAMES','','28','1','2','1','','1111111583','16','','3','3','B','B','90'),",,,,,
114674,MURPHY,MATTHEW,,28,2,3,2,,1111111584,16,,3,3,C,C,90,"('114674','MURPHY','MATTHEW','','28','2','3','2','','1111111584','16','','3','3','C','C','90'),",,,,,
114734,NAPIER,FRANK,,28,3,1,3,,1111111585,16,,3,3,A,A,90,"('114734','NAPIER','FRANK','','28','3','1','3','','1111111585','16','','3','3','A','A','90'),",,,,,
115442,RAMSEY,LAURA,,28,4,2,4,,1111111586,16,,3,3,B,B,90,"('115442','RAMSEY','LAURA','','28','4','2','4','','1111111586','16','','3','3','B','B','90'),",,,,,
115478,READ,BENJAMIN,,28,1,3,5,,1111111587,16,,3,3,C,C,90,"('115478','READ','BENJAMIN','','28','1','3','5','','1111111587','16','','3','3','C','C','90'),",,,,,
115490,RECKENBEIL,ALISON,,28,2,1,6,,1111111588,16,,3,3,A,A,90,"('115490','RECKENBEIL','ALISON','','28','2','1','6','','1111111588','16','','3','3','A','A','90'),",,,,,
115538,RETTER,JASON,,28,3,2,7,,1111111589,16,,3,3,B,B,90,"('115538','RETTER','JASON','','28','3','2','7','','1111111589','16','','3','3','B','B','90'),",,,,,
115712,ROONEY,SIERRA,,28,4,3,8,,1111111590,16,,3,3,C,C,90,"('115712','ROONEY','SIERRA','','28','4','3','8','','1111111590','16','','3','3','C','C','90'),",,,,,
115928,SCHIAVO,DANIEL,,28,1,1,1,,1111111591,16,,3,3,A,A,90,"('115928','SCHIAVO','DANIEL','','28','1','1','1','','1111111591','16','','3','3','A','A','90'),",,,,,
116180,SIRICO,ANTHONY,,28,2,2,2,,1111111592,16,,3,3,B,B,90,"('116180','SIRICO','ANTHONY','','28','2','2','2','','1111111592','16','','3','3','B','B','90'),",,,,,
116666,TRUVER,ROBERT,,28,3,3,3,,1111111593,16,,3,3,C,C,90,"('116666','TRUVER','ROBERT','','28','3','3','3','','1111111593','16','','3','3','C','C','90'),",,,,,
116684,TURNER,ALEXANDER,,28,4,1,4,,1111111594,16,,3,3,A,A,90,"('116684','TURNER','ALEXANDER','','28','4','1','4','','1111111594','16','','3','3','A','A','90'),",,,,,
116810,VONEIFF,JANET,,28,1,2,5,,1111111595,16,,3,3,B,B,90,"('116810','VONEIFF','JANET','','28','1','2','5','','1111111595','16','','3','3','B','B','90'),",,,,,
117104,WISSMANN,MATTHEW,,28,2,3,6,,1111111596,16,,3,3,C,C,90,"('117104','WISSMANN','MATTHEW','','28','2','3','6','','1111111596','16','','3','3','C','C','90'),",,,,,
117146,WRIGHT,CALEB,,28,3,1,7,,1111111597,16,,3,3,A,A,90,"('117146','WRIGHT','CALEB','','28','3','1','7','','1111111597','16','','3','3','A','A','90'),",,,,,
120198,ASPHOLM,BENJAMIN,,28,4,2,8,,1111111598,16,,3,3,B,B,90,"('120198','ASPHOLM','BENJAMIN','','28','4','2','8','','1111111598','16','','3','3','B','B','90'),",,,,,
120450,BERGER,HOLLY,,28,1,3,1,,1111111599,16,,3,3,C,C,90,"('120450','BERGER','HOLLY','','28','1','3','1','','1111111599','16','','3','3','C','C','90'),",,,,,
120516,BLACKMORE,THOMAS,,28,2,1,2,,1111111600,16,,3,3,A,A,90,"('120516','BLACKMORE','THOMAS','','28','2','1','2','','1111111600','16','','3','3','A','A','90'),",,,,,
120570,BOLLINO,KATHERINE,,28,3,2,3,,1111111601,16,,3,3,B,B,90,"('120570','BOLLINO','KATHERINE','','28','3','2','3','','1111111601','16','','3','3','B','B','90'),",,,,,
120828,BURR,CHELSEA,,28,4,3,4,,1111111602,16,,3,3,C,C,90,"('120828','BURR','CHELSEA','','28','4','3','4','','1111111602','16','','3','3','C','C','90'),",,,,,
121140,CLARK,BENJAMIN,,28,1,1,5,,1111111603,16,,3,3,A,A,90,"('121140','CLARK','BENJAMIN','','28','1','1','5','','1111111603','16','','3','3','A','A','90'),",,,,,
121218,CONDON,KASEY,,28,2,2,6,,1111111604,16,,3,3,B,B,90,"('121218','CONDON','KASEY','','28','2','2','6','','1111111604','16','','3','3','B','B','90'),",,,,,
121308,COUILLARD,KYLE,,28,3,3,7,,1111111605,16,,3,3,C,C,90,"('121308','COUILLARD','KYLE','','28','3','3','7','','1111111605','16','','3','3','C','C','90'),",,,,,
121326,COWHERD,ALLEN,,28,4,1,8,,1111111606,16,,3,3,A,A,90,"('121326','COWHERD','ALLEN','','28','4','1','8','','1111111606','16','','3','3','A','A','90'),",,,,,
121476,DANS,ARIANA,,28,1,2,1,,1111111607,16,,3,3,B,B,90,"('121476','DANS','ARIANA','','28','1','2','1','','1111111607','16','','3','3','B','B','90'),",,,,,
121680,DIDONATO,MICHAEL,,28,2,3,2,,1111111608,16,,3,3,C,C,90,"('121680','DIDONATO','MICHAEL','','28','2','3','2','','1111111608','16','','3','3','C','C','90'),",,,,,
122670,HAISLIP,DUSTIN,,28,3,1,3,,1111111609,16,,3,3,A,A,90,"('122670','HAISLIP','DUSTIN','','28','3','1','3','','1111111609','16','','3','3','A','A','90'),",,,,,
122694,HAMLIN,JOSEPH,,28,4,2,4,,1111111610,16,,3,3,B,B,90,"('122694','HAMLIN','JOSEPH','','28','4','2','4','','1111111610','16','','3','3','B','B','90'),",,,,,
123036,HILL,PAUL,,28,1,3,5,,1111111611,16,,3,3,C,C,90,"('123036','HILL','PAUL','','28','1','3','5','','1111111611','16','','3','3','C','C','90'),",,,,,
123222,HUTANU,DORU,,28,2,1,6,,1111111612,16,,3,3,A,A,90,"('123222','HUTANU','DORU','','28','2','1','6','','1111111612','16','','3','3','A','A','90'),",,,,,
123402,JOHNSEN,DAVID,,28,3,2,7,,1111111613,16,,3,3,B,B,90,"('123402','JOHNSEN','DAVID','','28','3','2','7','','1111111613','16','','3','3','B','B','90'),",,,,,
123558,KASCSAK,NICHOLAS,,28,4,3,8,,1111111614,16,,3,3,C,C,90,"('123558','KASCSAK','NICHOLAS','','28','4','3','8','','1111111614','16','','3','3','C','C','90'),",,,,,
123588,KAWAMURA,COLTON,,28,1,1,1,,1111111615,16,,3,3,A,A,90,"('123588','KAWAMURA','COLTON','','28','1','1','1','','1111111615','16','','3','3','A','A','90'),",,,,,
123834,KUBACH,JEREMY,,28,2,2,2,,1111111616,16,,3,3,B,B,90,"('123834','KUBACH','JEREMY','','28','2','2','2','','1111111616','16','','3','3','B','B','90'),",,,,,
124122,LITFIN,NICHOLAS,,28,3,3,3,,1111111617,16,,3,3,C,C,90,"('124122','LITFIN','NICHOLAS','','28','3','3','3','','1111111617','16','','3','3','C','C','90'),",,,,,
124566,MCINTYRE,MATHEW,,28,4,1,4,,1111111618,16,,3,3,A,A,90,"('124566','MCINTYRE','MATHEW','','28','4','1','4','','1111111618','16','','3','3','A','A','90'),",,,,,
124884,MORAN,KARLA,,28,1,2,5,,1111111619,16,,3,3,B,B,90,"('124884','MORAN','KARLA','','28','1','2','5','','1111111619','16','','3','3','B','B','90'),",,,,,
124986,MURTHY,PRAVEEN,,28,2,3,6,,1111111620,16,,3,3,C,C,90,"('124986','MURTHY','PRAVEEN','','28','2','3','6','','1111111620','16','','3','3','C','C','90'),",,,,,
125442,PINACHIO,JOHN,,28,3,1,7,,1111111621,16,,3,3,A,A,90,"('125442','PINACHIO','JOHN','','28','3','1','7','','1111111621','16','','3','3','A','A','90'),",,,,,
125928,ROY,BRANDEN,,28,4,2,8,,1111111622,16,,3,3,B,B,90,"('125928','ROY','BRANDEN','','28','4','2','8','','1111111622','16','','3','3','B','B','90'),",,,,,
125940,RUBI,ANDREW,,28,1,3,1,,1111111623,16,,3,3,C,C,90,"('125940','RUBI','ANDREW','','28','1','3','1','','1111111623','16','','3','3','C','C','90'),",,,,,
126246,SHIELD,TIMOTHY,,28,2,1,2,,1111111624,16,,3,3,A,A,90,"('126246','SHIELD','TIMOTHY','','28','2','1','2','','1111111624','16','','3','3','A','A','90'),",,,,,
126522,STEVENSON,GEORGE,,28,3,2,3,,1111111625,16,,3,3,B,B,90,"('126522','STEVENSON','GEORGE','','28','3','2','3','','1111111625','16','','3','3','B','B','90'),",,,,,
126870,TORTORICH,JOHN,,28,4,3,4,,1111111626,16,,3,3,C,C,90,"('126870','TORTORICH','JOHN','','28','4','3','4','','1111111626','16','','3','3','C','C','90'),",,,,,
126948,UCHIDA,NICOLE,,28,1,1,5,,1111111627,16,,3,3,A,A,90,"('126948','UCHIDA','NICOLE','','28','1','1','5','','1111111627','16','','3','3','A','A','90'),",,,,,
126966,VALDERRABANO,JUDY,,28,2,2,6,,1111111628,16,,3,3,B,B,90,"('126966','VALDERRABANO','JUDY','','28','2','2','6','','1111111628','16','','3','3','B','B','90'),",,,,,
127092,WAGGENER,JOHN,,28,3,3,7,,1111111629,16,,3,3,C,C,90,"('127092','WAGGENER','JOHN','','28','3','3','7','','1111111629','16','','3','3','C','C','90'),",,,,,
127122,WALSH,MARY,,28,4,1,8,,1111111630,16,,3,3,A,A,90,"('127122','WALSH','MARY','','28','4','1','8','','1111111630','16','','3','3','A','A','90'),",,,,,
127128,WALTER,JOSEPH,,28,1,2,1,,1111111631,16,,3,3,B,B,90,"('127128','WALTER','JOSEPH','','28','1','2','1','','1111111631','16','','3','3','B','B','90'),",,,,,
127362,WICKHAM,RYAN,,28,2,3,2,,1111111632,16,,3,3,C,C,90,"('127362','WICKHAM','RYAN','','28','2','3','2','','1111111632','16','','3','3','C','C','90'),",,,,,
127668,ZIMMER,JOHN,,28,3,1,3,,1111111633,16,,3,3,A,A,90,"('127668','ZIMMER','JOHN','','28','3','1','3','','1111111633','16','','3','3','A','A','90'),",,,,,
130366,BEATY,AUSTIN,,28,4,2,4,,1111111634,16,,3,3,B,B,90,"('130366','BEATY','AUSTIN','','28','4','2','4','','1111111634','16','','3','3','B','B','90'),",,,,,
130516,BLASINSKY,SCOTT,,28,1,3,5,,1111111635,16,,3,3,C,C,90,"('130516','BLASINSKY','SCOTT','','28','1','3','5','','1111111635','16','','3','3','C','C','90'),",,,,,
130576,BOUCHARD,HUNTER,,28,2,1,6,,1111111636,16,,3,3,A,A,90,"('130576','BOUCHARD','HUNTER','','28','2','1','6','','1111111636','16','','3','3','A','A','90'),",,,,,
130882,CAPULONG,ERICK,,28,3,2,7,,1111111637,16,,3,3,B,B,90,"('130882','CAPULONG','ERICK','','28','3','2','7','','1111111637','16','','3','3','B','B','90'),",,,,,
131086,CHRISTOPH,WILLIAM,,28,4,3,8,,1111111638,16,,3,3,C,C,90,"('131086','CHRISTOPH','WILLIAM','','28','4','3','8','','1111111638','16','','3','3','C','C','90'),",,,,,
131314,CRAIN,SEAN,,28,1,1,1,,1111111639,16,,3,3,A,A,90,"('131314','CRAIN','SEAN','','28','1','1','1','','1111111639','16','','3','3','A','A','90'),",,,,,
131410,CURTIS,LAURA,,28,2,2,2,,1111111640,16,,3,3,B,B,90,"('131410','CURTIS','LAURA','','28','2','2','2','','1111111640','16','','3','3','B','B','90'),",,,,,
131590,DELONG,MICHAEL,,28,3,3,3,,1111111641,16,,3,3,C,C,90,"('131590','DELONG','MICHAEL','','28','3','3','3','','1111111641','16','','3','3','C','C','90'),",,,,,
131878,DULLNIG,CHRISTINE,,28,4,1,4,,1111111642,16,,3,3,A,A,90,"('131878','DULLNIG','CHRISTINE','','28','4','1','4','','1111111642','16','','3','3','A','A','90'),",,,,,
131938,EDEGRAN,LUKAS,,28,1,2,5,,1111111643,16,,3,3,B,B,90,"('131938','EDEGRAN','LUKAS','','28','1','2','5','','1111111643','16','','3','3','B','B','90'),",,,,,
132262,FOLEY,HARPER,,28,2,3,6,,1111111644,16,,3,3,C,C,90,"('132262','FOLEY','HARPER','','28','2','3','6','','1111111644','16','','3','3','C','C','90'),",,,,,
132274,FORAN,MATTHEW,,28,3,1,7,,1111111645,16,,3,3,A,A,90,"('132274','FORAN','MATTHEW','','28','3','1','7','','1111111645','16','','3','3','A','A','90'),",,,,,
132628,GORINSKI,LAURA,,28,4,2,8,,1111111646,16,,3,3,B,B,90,"('132628','GORINSKI','LAURA','','28','4','2','8','','1111111646','16','','3','3','B','B','90'),",,,,,
132868,HARRELL,JONATHAN,,28,1,3,1,,1111111647,16,,3,3,C,C,90,"('132868','HARRELL','JONATHAN','','28','1','3','1','','1111111647','16','','3','3','C','C','90'),",,,,,
132916,HATHAWAY,PAUL,,28,2,1,2,,1111111648,16,,3,3,A,A,90,"('132916','HATHAWAY','PAUL','','28','2','1','2','','1111111648','16','','3','3','A','A','90'),",,,,,
132988,HERMANN,ROSS,,28,3,2,3,,1111111649,16,,3,3,B,B,90,"('132988','HERMANN','ROSS','','28','3','2','3','','1111111649','16','','3','3','B','B','90'),",,,,,
133042,HIGGINS,LAWRENCE,,28,4,3,4,,1111111650,16,,3,3,C,C,90,"('133042','HIGGINS','LAWRENCE','','28','4','3','4','','1111111650','16','','3','3','C','C','90'),",,,,,
133210,HUNTLEY,PETER,,28,1,1,5,,1111111651,16,,3,3,A,A,90,"('133210','HUNTLEY','PETER','','28','1','1','5','','1111111651','16','','3','3','A','A','90'),",,,,,
133366,JOHNSON,MAXWELL,,28,2,2,6,,1111111652,16,,3,3,B,B,90,"('133366','JOHNSON','MAXWELL','','28','2','2','6','','1111111652','16','','3','3','B','B','90'),",,,,,
133606,KIM,PRISCILLA,,28,3,3,7,,1111111653,16,,3,3,C,C,90,"('133606','KIM','PRISCILLA','','28','3','3','7','','1111111653','16','','3','3','C','C','90'),",,,,,
134176,LUTTON,NIKOLAS,,28,4,1,8,,1111111654,16,,3,3,A,A,90,"('134176','LUTTON','NIKOLAS','','28','4','1','8','','1111111654','16','','3','3','A','A','90'),",,,,,
134236,MALL,BRIJET,,28,1,2,1,,1111111655,16,,3,3,B,B,90,"('134236','MALL','BRIJET','','28','1','2','1','','1111111655','16','','3','3','B','B','90'),",,,,,
134248,MANN,JEFFREY,,28,2,3,2,,1111111656,16,,3,3,C,C,90,"('134248','MANN','JEFFREY','','28','2','3','2','','1111111656','16','','3','3','C','C','90'),",,,,,
134548,MENSING,ALEXANDRA,,28,3,1,3,,1111111657,16,,3,3,A,A,90,"('134548','MENSING','ALEXANDRA','','28','3','1','3','','1111111657','16','','3','3','A','A','90'),",,,,,
134638,MINN,YALE,,28,4,2,4,,1111111658,16,,3,3,B,B,90,"('134638','MINN','YALE','','28','4','2','4','','1111111658','16','','3','3','B','B','90'),",,,,,
134824,MOURAFETIS,MICHAEL,,28,1,3,5,,1111111659,16,,3,3,C,C,90,"('134824','MOURAFETIS','MICHAEL','','28','1','3','5','','1111111659','16','','3','3','C','C','90'),",,,,,
134836,MUN,KATHY,,28,2,1,6,,1111111660,16,,3,3,A,A,90,"('134836','MUN','KATHY','','28','2','1','6','','1111111660','16','','3','3','A','A','90'),",,,,,
135136,OWENS,ANDREW,,28,3,2,7,,1111111661,16,,3,3,B,B,90,"('135136','OWENS','ANDREW','','28','3','2','7','','1111111661','16','','3','3','B','B','90'),",,,,,
135364,PIERCE,DILLON,,28,4,3,8,,1111111662,16,,3,3,C,C,90,"('135364','PIERCE','DILLON','','28','4','3','8','','1111111662','16','','3','3','C','C','90'),",,,,,
135532,PUTBRESE,BENJAMIN,,28,1,1,1,,1111111663,16,,3,3,A,A,90,"('135532','PUTBRESE','BENJAMIN','','28','1','1','1','','1111111663','16','','3','3','A','A','90'),",,,,,
135820,RO,EDWARD,,28,2,2,2,,1111111664,16,,3,3,B,B,90,"('135820','RO','EDWARD','','28','2','2','2','','1111111664','16','','3','3','B','B','90'),",,,,,
135994,RUPP,SARAH,,28,3,3,3,,1111111665,16,,3,3,C,C,90,"('135994','RUPP','SARAH','','28','3','3','3','','1111111665','16','','3','3','C','C','90'),",,,,,
136186,SCHNEIDER,ROBERTO,,28,4,1,4,,1111111666,16,,3,3,A,A,90,"('136186','SCHNEIDER','ROBERTO','','28','4','1','4','','1111111666','16','','3','3','A','A','90'),",,,,,
136360,SIMPSON,MICHAEL,,28,1,2,5,,1111111667,16,,3,3,B,B,90,"('136360','SIMPSON','MICHAEL','','28','1','2','5','','1111111667','16','','3','3','B','B','90'),",,,,,
136534,SPADA,STEVEN,,28,2,3,6,,1111111668,16,,3,3,C,C,90,"('136534','SPADA','STEVEN','','28','2','3','6','','1111111668','16','','3','3','C','C','90'),",,,,,
136558,SPIVEY,JOHN,,28,3,1,7,,1111111669,16,,3,3,A,A,90,"('136558','SPIVEY','JOHN','','28','3','1','7','','1111111669','16','','3','3','A','A','90'),",,,,,
136612,STEPHENSON,LUKE,,28,4,2,8,,1111111670,16,,3,3,B,B,90,"('136612','STEPHENSON','LUKE','','28','4','2','8','','1111111670','16','','3','3','B','B','90'),",,,,,
137194,WESTLAKE,ZACHARY,,28,1,3,1,,1111111671,16,,3,3,C,C,90,"('137194','WESTLAKE','ZACHARY','','28','1','3','1','','1111111671','16','','3','3','C','C','90'),",,,,,
140216,ASHMORE,MICHAEL,,28,2,1,2,,1111111672,16,,3,3,A,A,90,"('140216','ASHMORE','MICHAEL','','28','2','1','2','','1111111672','16','','3','3','A','A','90'),",,,,,
140252,AULD,KYLE,,28,3,2,3,,1111111673,16,,3,3,B,B,90,"('140252','AULD','KYLE','','28','3','2','3','','1111111673','16','','3','3','B','B','90'),",,,,,
140594,BOWMAN,SARAH,,28,4,3,4,,1111111674,16,,3,3,C,C,90,"('140594','BOWMAN','SARAH','','28','4','3','4','','1111111674','16','','3','3','C','C','90'),",,,,,
140984,CEASER,LORNA,,28,1,1,5,,1111111675,16,,3,3,A,A,90,"('140984','CEASER','LORNA','','28','1','1','5','','1111111675','16','','3','3','A','A','90'),",,,,,
141014,CHANG,EUGENE,,28,2,2,6,,1111111676,16,,3,3,B,B,90,"('141014','CHANG','EUGENE','','28','2','2','6','','1111111676','16','','3','3','B','B','90'),",,,,,
141206,COLLIER,LAURA,,28,3,3,7,,1111111677,16,,3,3,C,C,90,"('141206','COLLIER','LAURA','','28','3','3','7','','1111111677','16','','3','3','C','C','90'),",,,,,
141272,CORTESIO,CATHERINE,,28,4,1,8,,1111111678,16,,3,3,A,A,90,"('141272','CORTESIO','CATHERINE','','28','4','1','8','','1111111678','16','','3','3','A','A','90'),",,,,,
141344,CRAIG,EVAN,,28,1,2,1,,1111111679,16,,3,3,B,B,90,"('141344','CRAIG','EVAN','','28','1','2','1','','1111111679','16','','3','3','B','B','90'),",,,,,
141530,DAVIS,ZACHARY,,28,2,3,2,,1111111680,16,,3,3,C,C,90,"('141530','DAVIS','ZACHARY','','28','2','3','2','','1111111680','16','','3','3','C','C','90'),",,,,,
141878,EBLIN,MATTHEW,,28,3,1,3,,1111111681,16,,3,3,A,A,90,"('141878','EBLIN','MATTHEW','','28','3','1','3','','1111111681','16','','3','3','A','A','90'),",,,,,
142358,GEDEON,SAMUEL,,28,4,2,4,,1111111682,16,,3,3,B,B,90,"('142358','GEDEON','SAMUEL','','28','4','2','4','','1111111682','16','','3','3','B','B','90'),",,,,,
142496,GOLANKIEWICZ,ANDREW,,28,1,3,5,,1111111683,16,,3,3,C,C,90,"('142496','GOLANKIEWICZ','ANDREW','','28','1','3','5','','1111111683','16','','3','3','C','C','90'),",,,,,
142766,HARMS,MATTHEW,,28,2,1,6,,1111111684,16,,3,3,A,A,90,"('142766','HARMS','MATTHEW','','28','2','1','6','','1111111684','16','','3','3','A','A','90'),",,,,,
142808,HAYANO,ALEX,,28,3,2,7,,1111111685,16,,3,3,B,B,90,"('142808','HAYANO','ALEX','','28','3','2','7','','1111111685','16','','3','3','B','B','90'),",,,,,
142958,HOFFSTADT,ERIK,,28,4,3,8,,1111111686,16,,3,3,C,C,90,"('142958','HOFFSTADT','ERIK','','28','4','3','8','','1111111686','16','','3','3','C','C','90'),",,,,,
